"","nomes","cargo_funcao","fala"
"84","CLÁUDIO MAIEROVITCH","","Vou me permitir explorar um pouquinho também esta parte, porque eu acho que é uma coisa que merece olhar com cuidado. Nós precisamos de lockdown, nós precisamos de confinamento. Temos experiência mundial suficiente para saber da eficácia dessa medida. Temos exemplo perto, de Portugal, um país tão familiar para nós. Portugal foi um dos países que teve a melhor experiência na chamada primeira onda, e lá eles tiveram realmente alguma coisa que se possa chamar de onda – alguma coisa que sobe e depois desce bastante. Aqui nós não tivemos: a gente tem subida e subida e subida. Então, eles tiveram um sucesso importante entre os países europeus; depois relaxaram, no final do ano passado principalmente, e tiveram novamente uma subida grande: adotaram um novo lockdown, e funcionou de novo. A Alemanha tem uma experiência muito semelhante. Em vários países, Inglaterra, é possível observar o que acontece com o número diário de casos antes de um lockdown, durante, depois de lockdown e com o relaxamento de medidas. Então, não há mais dúvida quanto à efetividade desse tipo de medida, e não há dúvida alguma de que aquele país que vem ostentando, com tanta frequência, o maior número diário de mortes – maior número diário de mortes! – do mundo, essa medida está indicada por um período mínimo, mínimo, mínimo de duas semanas – idealmente um pouco mais –, que certamente faria a curva mergulhar. Parece simples, parece até um contrassenso dizer: ""Não, mas nós estamos com o maior número de óbitos por dia, e a curva vai mergulhar"". Sim, porque, se as pessoas... Se deixar de haver uma transmissão intensa num período de duas semanas, isso cumpre um ciclo da doença, ou seja, as pessoas ficam transmissoras por até duas semanas e, se durante duas semanas, elas ficarem em casa e não transmitirem, esse ciclo se encerra à medida que houver um alcance razoável desse tipo de confinamento. Havia uma discussão, uma polêmica grande no início da pandemia em que se falava que não havia transmissão pelo ar. A transmissão pelo ar parece uma coisa um pouco estranha: ""Não, mas é o ar que está transmitido? Como é isso?"". Eu falava: ""Não, tem transmissão por gotículas, por partículas, mas não pelo ar"". Com o tempo, nós fomos aprendendo que a transmissão pelo aerossol é praticamente a mesma coisa que transmissão pelo ar.         São partículas tão leves, tão pequenas, que se disseminam no ar. Se houver uma pessoa aqui sem máscara com vírus, provavelmente boa parte desta sala terá vírus. É dessa forma que se transmite. Então, não é possível a gente fazer coisas mais ou menos, coisas pela metade, ser transigente com essa possibilidade de transmissão. Essa questão da qualidade da máscara é uma coisa importante para lugares fechados, principalmente, mesmo para meios de transporte fechados, porque existe, sim, transmissão pelo ar. Entrando no cuidado com as pessoas, cuidado com os pacientes, o que é possível. Em primeiro lugar ter um sistema de saúde receptivo para as pessoas, em que elas confiem e tenham acesso; que nesse sistema de saúde seja possível detectar tanto aqueles que têm sintomas iniciais como aqueles que tiveram contato com aqueles que têm sintomas iniciais. Qual a importância disso? Isso vai mudar a vida desta pessoa? Provavelmente não, mas vai mudar a vida da população, porque estes serão orientados em detalhe quanto à forma de fazer isolamento, de fazer a prevenção, para que não transmitam para outras pessoas. Se esta pessoa... Bom, a pessoa que está nesse momento tem muito pouco a se beneficiar de um cuidado médico específico, não há medicamento indicado, não há nenhum tipo de tratamento que possa lhe dizer que a doença vai ser melhor ou pior. Ele vai ter que cuidar da febre, cuidar das dores e, principalmente, cuidar para que não transmita para outras pessoas. Eu estou repetindo isso porque essa é a dimensão mais importante neste momento. Aí, supondo que a pessoa tem um quadro um pouco mais grave, um pouco mais forte, com febre mais alta, mais dores no corpo, mais cansaço, eventualmente um início de falta de ar, essa pessoa passa a ter que ser monitorada mais de perto, não porque há um medicamento que se possa lhe dar nesse momento, mas porque, se ela começar a ter falta de oxigênio no seu sangue, ela vai precisar de uma assistência com oxigênio e vai precisar ser avaliada continuamente. Então, essa proximidade do serviço de saúde é muito importante por duas razões: primeiro, para adotar as medidas que possam conter a transmissão na comunidade; e, segundo, para detectar em tempo hábil a necessidade de algum recurso de suporte adicional. E aí eu friso: não é um recurso de tratamento que vá enfrentar o vírus; é um recurso de suporte para que a pessoa tenha melhores condições de evoluir bem no percorrer da sua doença, da sua infecção. E daí para frente vem o tratamento dos casos mais graves em si, que, da mesma forma, envolve medidas de suporte e medidas que foram observadas. Eu mencionei aqui alguns tratamentos, a partir da observação de muitos casos, que entram nos protocolos hospitalares, como o uso de corticoides e o uso de anticoagulantes. "
"85","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP. Para interpelar.)","Só voltando ao tema anterior, Dra. Natalia, V. Sa. fez exposição aqui sobre a hidroxicloroquina. Poderia só detalhar para a gente por que ela pode ter uma eventual eficácia no tratamento in vitro e não tem no paciente, não tem quando é aplicada na pessoa?         "
"86","NATALIA PASTERNAK","(Para expor.)","Claro, Senador. O que ocorre é que, quando você testa a cloroquina ou a hidroxicloroquina em células genéricas, células de rins de macaco in vitro, ela funciona para impedir a entrada do vírus na célula. Por quê? Porque, nessas células de rins de macaco, a entrada do vírus na célula se dá por uma via que a gente chama de endossômica; ele vai entrar por um endossomo, que é uma partícula que se forma e que permite que o vírus entre. A cloroquina consegue inibir essa entrada, porque ela altera o PH dessa via endossômica e acaba fazendo uma disrupção nessa via. Então, o vírus fica sem caminho para entrar na célula. Mas isso acontece nessas células de rins de macaco. Quando você pega o macaco inteiro, Senador, já não funciona. Por quê? Porque a entrada patogênica no macaco e em nós, humanos, é pelas vias respiratórias. Então, o vírus vai infectar as nossas células respiratórias. E as células do trato respiratório têm uma outra via de entrada para o vírus, que não é a via de endossomo; é uma via que a gente chama de via de transmembrana, é uma fusão de membrana auxiliada por uma serinoprotease que tem nessas células respiratórias, que é o trabalho daquele grupo alemão liderado pelo Stefan Pöhlmann e pelo Christian Drosten. O Christian Drosten, inclusive, é quem aconselha diretamente a Angela Merkel na Alemanha. Ele é um virologista que trabalha justamente com o coronavírus, e foi o grupo dele que explorou essa entrada do vírus nas células do trato respiratório. E eles mostraram in vitro, nas células respiratórias, que já não tem inibição da entrada do vírus, porque nas células respiratórias o vírus usa outro caminho que não é o caminho que ele usa naquelas células genéricas que a gente trabalha em laboratório porque são células fáceis de trabalhar. Então, elas são sempre o primeiro passo mesmo para testar um medicamento, mas não quer dizer que qualquer coisa que a gente testa in vitro vai se confirmar, depois, em animais e em humanos. Na verdade, a maior parte dos medicamentos que está em teste vai morrendo ali, nessas etapas. Muitas vezes funciona in vitro, mas não funciona em células específicas. Você já para a pesquisa ali, você nem vai adiante. Ou funciona, mas não funciona em animais; funciona em roedores, em camundongos, mas não funciona em macacos. Então, cada uma dessas etapas geralmente serve justamente para você parar com uma pesquisa que não é promissora. Se a cloroquina tivesse sido pesquisada fora do ambiente de emergência, ela teria sido barrada ali no começo. "
"87","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","As vacinas contra Covid-19 aprovadas pelas autoridades sanitárias têm demonstrado eficácia contra as novas vertentes, notadamente a delta, que surgiu na Índia? "
"88","NATALIA PASTERNAK","","Elas têm mostrado eficácia contra as primeiras variantes que surgiram, inclusive a variante que circula aqui no Brasil, mas, em relação à nova variante delta, elas ainda estão sendo testadas. É uma variante nova. Os testes de eficácia de vacina podem ser de dois tipos: um indireto, que é feito em laboratório, mas é um teste limitado. Por que o que você faz? Você pega o soro de pessoas que foram vacinadas com aquela sua vacina de interesse, que você quer ver se funcional, e você isola os anticorpos que foram produzidos, então, por aquela vacina. A vacina estimula a produção de anticorpos. Grande parte desses anticorpos são neutralizantes, então, são aqueles anticorpos que conseguem bloquear a entrada do vírus na célula e esses anticorpos neutralizantes podem ser testados contra as variantes, pra ver se eles retêm a capacidade de neutralizar as variantes, assim como a linhagem original para a qual eles foram desenhados. Esse é um teste que dá um bom indicativo se as vacinas funcionam ou não para as novas variantes, mas ele não é um teste completo, porque ele vai analisar só uma resposta de anticorpos, que é a resposta de anticorpos neutralizantes. A gente tem mais respostas imunes do que isso. A gente tem resposta de anticorpos que não são neutralizantes, mas que servem pra sinalizar o sistema imune e trazer mais células de defesa para o local, a gente tem resposta dos famosos linfócitos T, que eu tenho certeza que todo mundo aqui já ouviu falar, que é a resposta celular e que se mostrou uma resposta muito importante pra Covid-19, talvez até mais importante do que a resposta de anticorpos. E essas respostas não aparecem nesse teste simples. Então, pra ver se realmente funciona, precisa ter uma análise de campo, de como essas vacinas estão atuando nos países acometidos por essas variantes e, daí, sim, a gente vai conseguir ter uma resposta mais efetiva sobre se elas realmente estão funcionando ou não.         "
"89","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","O que V. Sas. sabem sobre o spray nasal supostamente terapêutico contra Covid-19, desenvolvido em Israel? "
"90","NATALIA PASTERNAK","","O spray nasal, Senador, ele estava, inclusive, na época, quando teve uma comitiva brasileira que foi visitar, numa fase tão inicial, que surpreendeu, inclusive, os pesquisadores israelenses que o Brasil tivesse interesse num medicamento que ainda estava em Fase I. Quando eu mostrei no eslaide: Fase Pré-Clínica, depois Fase I, II e III, a Fase I é o comecinho dos estudos clínicos. Então, é um remédio que está numa fase muito inicial e que não tinha nenhum motivo pra atrair tanto interesse de qualquer governo. "
"91","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Não justificaria uma viagem a Israel, com tanta gente, às custas do dinheiro público, se está em estado incipiente, Dr. Cláudio? "
"92","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP. Para interpelar.)","Dr. Cláudio e Dra. Natalia, se o relator me permite. "
"93","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Por favor. "
"94","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP. Para interpelar.)","Houve alguma excursão do mesmo perfil de alguma outra delegação estrangeira a Israel, de que V. Sas. tenham conhecimento, para pesquisa, para aprofundamento, para ter informações sobre esse dito spray nasal? "
"95","CLÁUDIO MAIEROVITCH","(Para expor.)","Bom, primeiro, acho que existe um desejo de novas formas de administração de medicamentos, inclusive uma aposta pra desenvolvimento de medicamentos inalatórios, que está colocado como um desafio pra ciência. Neste momento é isto: é um desafio para a ciência. Natalia é uma pessoa que tem muita experiência de laboratório, acho que pode nos contar o que alguém vai observar quando faz uma visita pessoal, porque: o que levaria um profissional do Brasil – vamos supor que é um profissional do ramo – a fazer uma visita a uma instituição de pesquisa de outro país? Uma coisa é a troca de informações, e nós estamos trocando informação o tempo todo. Aprendemos a trocar informação de maneira eficaz durante esta pandemia, pouca coisa precisa da presença física.         Então, quando eu vi a notícia da delegação que visitaria Israel, eu fiquei me perguntando: bom, o que será que eles vão observar lá que precisa da presença física, que não pode ser um documento que mostre resultados de pesquisa? Pensei: bom, uma pesquisa nesta fase de fato não tem muitos resultados ainda, talvez não tenha nem o que tenha sido documentado, mas o que poderia ser observado? Olha, eu exercitei a minha imaginação e não consegui pensar em nada que justificasse a presença física de alguém lá, mesmo que este alguém que foi lá, que fosse lá – e me parece que não era o caso – fosse um grande especialista experimentado em pesquisa laboratorial, em pesquisa inicial de medicamentos. Ele teria muito pouco a observar que não alguns papéis de registro de pesquisa. De fato, eu achei inusitada aquela visita. "
"96","HUMBERTO COSTA","(Bloco Parlamentar da Resistência Democrática/PT - PE)","Relator, só um minuto. "
"97","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Por favor. "
"98","HUMBERTO COSTA","(Bloco Parlamentar da Resistência Democrática/PT - PE)","É que a gente aqui fica interagindo muito com o pessoal que está acompanhando. "
