"","nomes","cargo_funcao","fala"
"1243","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","O.k, não é? O Estado do Amapá, ao perceber o risco de essa epidemia causar muitas mortes, afetando seus cidadãos... E lamento aqui também, Senador Girão, as 13.149 mortes. É muito relapso, porque, se tinha dinheiro na conta, sabendo que podia faltar oxigênio, como faltou, discutindo... A White Martins avisando vocês que não tinha. Tinha que procurar umas providências muito antes disso, dia 1º, dia 2, dia 3, sei lá. Esperaram acontecer as coisas para poder fazer essa colocação.         Havia o risco de epidemia, de causar mortes, afetando seus cidadãos; optou por ofertar atenção primária e se organizou para tal. Vem tratando a sua população, o que tem reduzido a letalidade dessa doença de modo significativo incomparável. Pergunto: por qual razão, a sua Secretaria da Saúde não implementou centros de triagens de pacientes e tampouco acatou as notas técnicas disponíveis na época através do Ministério da Saúde que orientavam e sobre a atenção primária? Por que não fizeram algo semelhante ao que o Estado do Amapá está fazendo? Quem deu essa contraordem, visto que a Dra. Mayra, quando estava em Manaus, ainda em janeiro de 2021, orientou a seguir tais normas técnicas? "
"1244","MARCELLUS JOSÉ BARROSO CAMPÊLO","","A orientação foi dada à Prefeitura de Manaus. A crítica da Dra. Mayra Pinheiro se refere às unidades básicas de saúde da Prefeitura de Manaus, com a qual eu concordo. De fato, ela encontrou uma situação muito desorganizada na rede básica de saúde de Manaus, com várias unidades básicas fechadas e com apenas 18 unidades básicas com referência à Covid. Infelizmente, houve o processo eleitoral, que deu uma descontinuidade dos trabalhos das Prefeituras, e isso ajudou a agravar a situação. Quando a nova gestão assumiu, já encontrou uma situação muito ruim, inclusive com necessidade de abastecimento de medicamentos, o que o Estado, inclusive, apoiou. "
"1245","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","Só para lhe colocar: os colegas Parlamentares falaram mal do tratamento precoce. Vários falaram. Eu vou lhe dizer: é o tratamento que teria ajudado o seu Estado. O Estado do Amapá adota esse procedimento. Se pegarmos o dado do Pará, o dado de Belém, comparado com o de Manaus, que é praticamente a mesma a situação, é bem diferente; o número de óbitos é bem menor que o de vocês. Faltou adotar esse procedimento. A letalidade – volto a insistir –, no Amapá, 1,5. Parece que hoje, Senador Girão, já está em 1,44, porque adota o procedimento, enquanto que o Estado de V. Exa., o Estado do Amazonas, está em 3,4. E parece que Manaus é bem pior que o interior do Estado do Amazonas. "
"1246","MARCELLUS JOSÉ BARROSO CAMPÊLO","","É em torno de 5. "
"1247","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","O.k. Então, de 5, e interior, 1,9, 1,2. "
"1248","MARCELLUS JOSÉ BARROSO CAMPÊLO","","De 1,9. "
"1249","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","O.k. Então, veja o problema que os amazonenses estão sofrendo por causa da cabeça dura de alguém dizer que não use o tratamento. Então, essa mortandade – os 488 mil mortos no Brasil e os 13 mil mortos lá no seu Estado – teria sido bem menor se tivesse adotado esse procedimento. É isso que eu quero lhe colocar. Infelizmente, quem lhe dá orientação está errando na orientação que lhe deu, porque a orientação dada pelo Ministério da Saúde de que poderia adotar esse procedimento não foi adotada. E, hoje, você tem essa letalidade de 5 na cidade de Manaus e de 3,4 no Estado do Amazonas como um todo. Então, é lamentável que isso tenha ocorrido. Esse é o fato importante que eu quero colocar. Senador Renan, Senador Randolfe, amanhã eu vou responder que o Senador Otto Alencar criticou um cientista. Girão, eu não sou médico, mas não admito que façam isso perto de uma pessoa como Didier Raoult. Na hora certa... Não estou respondendo porque não está aqui presente. Na frente dele, eu quero responder o ataque frontal que fez a um cientista reconhecido no mundo inteiro. Não se pode fazer isso. Eu lamento.         E, mais uma vez, eu quero cumprimentar os médicos brasileiros pelas 15.854.264 vidas salvas, esses que estão sendo achacados em tantos cantos do Brasil, professores universitários, cientistas, sendo hoje tripudiados dentro das suas universidades, porque adotam, tiveram coragem de adotar um procedimento. Lamento. Senador Girão, vou ver se eu consigo lembrar aqui... Não estou achando o que Barack Obama... Barack Obama, está num livro, foi citado. Estou em campanha eleitoral para contar aos lobistas das grandes empresas que os dias em que determinam a ordem do dia em Washington estão encerrados. Fiz mais do que qualquer outro candidato nessa campanha para me opor aos lobistas e venci. Não custearam a minha campanha, não concorrerão comigo à Casa Branca e não afogarão as vozes do povo norte-americano quando eu for Presidente. Na época, o Prof. John Talbott, da Universidade da Califórnia... Mais de 630 grandes empresas e organizações fizeram lobby somente em relação a produtos farmacêuticos e da saúde. Essa matéria está no livro Obamanomics, do Prof. Talbott, que fez uma referência ao discurso de Obama na Pensilvânia. Ele citou, Senador Girão, que mais de U$1 bilhão haviam sido gastos por empresas farmacêuticas em lobby dentro do Congresso americano. Isso é o que está ocorrendo neste instante por essa questão das vacinas e da questão desse tratamento precoce que nós estamos defendendo arduamente aqui. A verdade prevalecerá. Muito obrigado. "
"1250","PRESIDENTE","(Omar Aziz. PSD - AM)","Senadora Soraya. "
"1251","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Sr. Presidente, Sr. ex-Secretário, Sr. Relator, Senadores e Senadoras, servidores e todos que nos assistem pela TV Senado, hoje, nós inauguramos uma nova fase nesta CPI, que é a fase em que estamos investigando a conduta dos Estados e Municípios na condução da pandemia. É importante que o depoente saiba que, infelizmente, o STF entendeu como inconstitucional a convocação de Governadores. Infelizmente, o Governador Wilson Lima não veio. Ele poderia ficar calado em certas perguntas e responder outras perguntas. Se a moda pega, como disse o Senador Girão, os secretários de saúde correm o risco de responder por muito mais do que possam ter cometido. A responsabilidade, se apurada, é subjetiva. O senhor vai responder pessoalmente se for identificado dolo ou culpa, por ação, omissão, imperícia, negligência, imprudência. Então, se a moda pega... E aí eu gostaria de saber do Sr. Presidente se os nove secretários de saúde onde estão acontecendo operações da Polícia Federal foram convocados. O Senador Eduardo Girão disse que fez o pedido. Já foi votado? É só para saber. Não?         "
"1252","PRESIDENTE","(Omar Aziz. PSD - AM)","Ainda não foi votada a convocação. "
"1253","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Mas tem pedido, Sr. Presidente? "
"1254","PRESIDENTE","(Omar Aziz. PSD - AM)","Não. Quem nós convocamos foram os Governadores, que está marcado. Até hoje, não há decisão da Ministra para eles virem ou para eles não virem... "
"1255","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Mas não é uma decisão erga omnes, ou era uma decisão somente para o Wilson Lima? "
"1256","PRESIDENTE","(Omar Aziz. PSD - AM)","Somente para o Wilson Lima, que o deixou... "
"1257","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Porque foi considerada inconstitucional... "
"1258","PRESIDENTE","(Omar Aziz. PSD - AM)","Não, não... "
"1259","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Ele abre o precedente, não é? "
"1260","PRESIDENTE","(Omar Aziz. PSD - AM)","Não. A decisão foi a seguinte: que ele poderia vir e que, aqui, qualquer pergunta que se fizesse, ele poderia ficar calado, não responder. Isso é uma questão. E a segunda questão é que eles alegaram que ele já está sendo investigado. Então... "
"1261","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Enfim, mas... "
"1262","PRESIDENTE","(Omar Aziz. PSD - AM)","Foi baseado nisso. Agora, em relação aos outros... "
"1263","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","... seria importante já começar com a... "
"1264","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Só para colaborar, Senadora Soraya, se a senhora me permite. "
"1265","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Sim, claro. "
"1266","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Pela ordem.)","É só para colaborar, esclarecer. Realmente, foi votada a convocação, se eu não me engano, de nove Governadores. O primeiro faltou, pela decisão do Supremo. Espero que os outros venham, mas o Presidente ficou de colocar, no momento oportuno, a votação dos Prefeitos de capitais que tiveram seus Municípios visitados pela Polícia Federal. "
"1267","PRESIDENTE","(Omar Aziz. PSD - AM)","E a gente espera que a decisão também do Supremo não saia em cima da hora, porque, senão, vai nos prejudicar na investigação. Caso o Supremo permita que os Governadores venham depor, a gente vai manter aquela agenda primeira, que nós já temos agendada. Agora, não dá é para a gente esperar... Já está lá o pedido de informações, já foram mandadas as informações para a Ministra... "
"1268","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","O que nós queremos é que... "
"1269","PRESIDENTE","(Omar Aziz. PSD - AM)","Se chegar em cima da hora, aí não vem, e a gente também não convidou mais ninguém, não convocou ninguém, e começa... "
"1270","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Pois é... "
"1271","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Sobre os Prefeitos, o senhor tem mais ou menos uma data, quando é que pretende... "
"1272","PRESIDENTE","(Omar Aziz. PSD - AM)","Não, nós podemos conversar sobre isso. Amanhã, nós vamos votar vários requerimentos, não está pautado, mas eu estou esperando a decisão do Supremo em relação aos Governadores. É isso... "
"1273","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS. Para interpelar.)","É. E aí é já deixar alerta para os secretários de saúde de que a responsabilidade pode cair subjetivamente, uma responsabilidade pessoal dos secretários, se o senhor ou cada depoente que vier aqui não apontar... Os depoentes geralmente aqui são todos inocentes, todo mundo aqui, todo mundo é inocente. E aí não apontam também o responsável, mas nós temos uma situação de caos. Por isso, eu gostaria, Secretário, para que nós fôssemos bastante objetivos aqui, que o senhor conseguisse responder ""sim"" ou ""não"" – eu fiz perguntas bastante objetivas –, se for possível isso, porque o tempo já urge. Iniciando aqui, o senhor tem formação na área de saúde ou uma pós-graduação numa área de gestão de saúde? "
"1274","MARCELLUS JOSÉ BARROSO CAMPÊLO","(Para depor.)","Não, sou engenheiro civil. "
"1275","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Quem fazia parte do corpo técnico da Secretaria de Saúde do Amazonas? O corpo técnico, eu digo, na área médica. "
"1276","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós temos... Como eu falei, foram estabelecidas quatro comissões de especialistas, e há vários médicos na rede, inclusive... "
"1277","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Formais? Formalmente? Tinha médicos... "
"1278","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim, tem portarias... "
"1279","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","... sanitaristas que entendem de... "
"1280","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim, médicos... "
"1281","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Infectologistas? "
"1282","MARCELLUS JOSÉ BARROSO CAMPÊLO","","... epidemiologistas, etc. "
"1283","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","O senhor pode depois declinar esses nomes dessas pessoas de quem o senhor tomava orientação? "
"1284","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Eu posso enviar as portarias que têm os nomes de cada um, inclusive com o CRM. "
"1285","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Então, esse corpo se reunia para ajudá-lo a tomar as decisões na área de saúde. Certo? "
"1286","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim, nós tínhamos as reuniões de especialistas. Conversávamos a respeito de determinado tema, as notas técnicas eram elaboradas...         "
"1287","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","E eles orientavam o senhor, e o senhor tomava, formatava, formalizava os atos administrativos? "
"1288","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim... "
"1289","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","É isso? "
"1290","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Exato. "
"1291","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Quantos médicos mais ou menos? O senhor se recorda? "
"1292","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não me recordo agora. Precisava ver... "
"1293","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Um, dois, dez? "
"1294","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não, mais... "
"1295","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Menos de dez? "
"1296","MARCELLUS JOSÉ BARROSO CAMPÊLO","","É mais. "
"1297","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","É mais? "
"1298","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Mais, mais... "
"1299","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Então, esses médicos são corresponsáveis com o senhor. O.k. O senhor enxerga que houve um colapso no sistema de saúde na gestão da pandemia no Amazonas? "
"1300","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim, houve um colapso em função do número imponderável de contaminação e necessidade de internação... "
"1301","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Mas poderia ter sido melhor gerido esse colapso? Poderia ter tido uma melhor gestão? "
"1302","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós fizemos um plano para, como eu falei, que atendesse o pior cenário da primeira onda. Infelizmente, no final do ano, no começo do ano, na última semana de dezembro e na primeira semana de janeiro, houve uma incidência inesperada, absurda de contaminação em função – hoje nós sabemos – da P1. A P1, em novembro, tinha uma incidência de zero na capital, em Manaus; 52%, em dezembro; e quase 92% em janeiro, ficando clara aí a prevalência da variante e a influência dela nesse processo pandêmico exponencial que aconteceu no final do ano. "
"1303","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","O.k. Secretário, eu escutei aqui, desde a hora em que eu cheguei, desde o início da sua fala, várias datas: dia 7 de janeiro, dia 10, dia 11, dia 16, dia 15... Eu gostaria de saber exatamente quando faltou oxigênio no Amazonas. Que dia? Dia 12, 13, 14? Foram só três dias de desabastecimento? Quais foram os dias exatamente? "
"1304","MARCELLUS JOSÉ BARROSO CAMPÊLO","","O que eu falei: existe a rede pública estadual... "
"1305","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","No Amazonas. "
"1306","MARCELLUS JOSÉ BARROSO CAMPÊLO","","No Amazonas, começamos a ter a necessidade de a população ter acesso a mais oxigênio no início de janeiro, houve filas para comprar oxigênio, mas na rede de saúde... "
"1307","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Mas eles estavam comprando e não estava faltando? Eles estavam comprando para estocar onde? "
"1308","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não, a quantidade que... Porque as pessoas... "
"1309","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Ou as pessoas estavam usando oxigênio que seus familiares levavam para o hospital já no começo de janeiro? "
"1310","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não, não. Nós identificamos... Os hospitais privados colapsaram em dezembro. No começo de janeiro, evidentemente, os hospitais públicos, estando lotados, as pessoas procuraram, inclusive, para tratamento em casa... "
"1311","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Quando faltou na rede pública, Sr. Secretário? "
"1312","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Na rede pública, faltou no dia 14 de janeiro. "
"1313","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","No dia 14, não tinha. Dia 14... "
"1314","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não é que não tinha completamente. Em algumas unidades, houve intermitência de fornecimento... "
"1315","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Mas começou a faltar. "
"1316","MARCELLUS JOSÉ BARROSO CAMPÊLO","","A quantidade necessária para atender tudo, em função da alta demanda, não foi suficiente nos dias 14 e 15. A partir do dia 16, nessas unidades de saúde, começou a ter um fornecimento... Apesar de valores baixos nos tanques, mas sem registro de falta nas unidades... "
"1317","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Quando é que normalizou a provisão de oxigênio? "
"1318","MARCELLUS JOSÉ BARROSO CAMPÊLO","","A provisão normalizou quando a White Martins conseguiu que a programação... "
"1319","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Qual a data? "
"1320","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sem ter riscos de desabastecimento, no final de janeiro... "
"1321","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","No final... Quando é que o senhor quitou a dívida com a White Martins? Ou ainda...? Porque a White Martins disse que havia pagamentos em atraso.         "
"1322","MARCELLUS JOSÉ BARROSO CAMPÊLO","","É, mas a White Martins nunca se refutou, inclusive está escrito, em função de pagamento, a abastecer. "
"1323","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","A abastecer. Mas quanto que estava em débito e quando que foi quitado? Porque nós estamos trabalhando aqui as remessas dos recursos públicos federais enviados para os Estados e Municípios e a gestão desses recursos. Oxigênio é algo que precisa estar em dia. "
"1324","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Eu acho que eu tenho um quadro aqui que fala sobre os pagamentos da White Martins. Eu vou...  "
"1325","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Enquanto o senhor acha, vou fazer a próxima pergunta, porque a minha preocupação é com o meu horário – e eu tenho certeza de que o Presidente vai repor um pedacinho do meu horário aí. O senhor pediu apoio logístico para a Unicef e não pediu para o Governo Federal – foi isso que eu entendi? "
"1326","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não, pedimos pra... O primeiro que foi pedido foi para o Governo Federal. "
"1327","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","E por que que o senhor pediu pra Unicef? "
"1328","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós fomos buscar qualquer alternativa de trazer apoio, porque a Unicef, com a Opas, estava sempre apoiando o Estado do Amazonas. "
"1329","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","E a Unicef deu apoio também logístico? "
"1330","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Ela sinalizou, através de um e-mail, que teria viabilizado com a Opas, mas precisava fazer via Ministério da Saúde. "
"1331","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Chegou, então... A única participação em logística foi via Ministério da Saúde? Foi só o Ministério da Saúde que deu suporte de logística? "
"1332","MARCELLUS JOSÉ BARROSO CAMPÊLO","","É, porque esse tipo de transporte de oxigênio líquido, que é muito complexo e perigoso, inclusive com risco de explosão, somente aviões militares poderiam trabalhar esse tipo de carregamento. "
"1333","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","O.k. Qual o montante, Secretário, de recursos federais que foram enviados para o Amazonas exclusivamente para o combate ao coronavírus? É porque, em uma busca – até busca em todos os sites, busca aqui da minha assessoria –, nós não encontramos o montante exato destinado para o Covid. Porque não adianta colocar junto no pacote valores para investimento, tem que ser para o custeio do Covid. "
"1334","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Eu tenho um quadro aqui, Senadora: em 2019, os valores foram 447 milhões... "
"1335","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","2019? "
"1336","MARCELLUS JOSÉ BARROSO CAMPÊLO","","É. E, em 2020, 697 milhões... "
"1337","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Em 2020, já tinha Covid. "
"1338","MARCELLUS JOSÉ BARROSO CAMPÊLO","","É. No caso, tem uma linha Covid em 2020 de 212 milhões. É... "
"1339","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Então, esses números, até agora, nem o Ministério da Saúde, em nenhum lugar, nós temos os números exatos. O senhor não tem o número exato de quanto foi? "
"1340","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Mas esses dados foram enviados pra CPI, se eu não estou enganado... "
"1341","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Os números exatos. "
"1342","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim, os relatórios do fundo estadual... "
"1343","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Do fundo a fundo? "
"1344","PRESIDENTE","(Omar Aziz. PSD - AM. Para interpelar. Fora do microfone.)","De 2019 que o senhor está falando? "
"1345","MARCELLUS JOSÉ BARROSO CAMPÊLO","(Para depor.)","Não, eu falei dos recursos federais. Com a planilha, por exemplo... "
"1346","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Porque falam de 8 bi, 9 bi, 11 bi... "
"1347","PRESIDENTE","(Omar Aziz. PSD - AM)","Nós aprovamos aqui recurso para Estados e Municípios especificamente para tratamento Covid, fora os repasses naturais que o Governo Federal fornece. "
"1348","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Sim, mas só para o Covid, Presidente? "
"1349","PRESIDENTE","(Omar Aziz. PSD - AM)","Em 2020, só Covid, quanto foi? "
"1350","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Foram R$219.435.508,09. "
"1351","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","E em 2021? E 219 milhões? Porque já falam em bilhões de reais. Aí nós estamos investigando recurso federal, mas nós não sabemos nem quanto que foi enviado. Não sabemos quanto foi enviado. Nenhuma soma bate, Presidente Omar. "
"1352","MARCELLUS JOSÉ BARROSO CAMPÊLO","","É porque existe... "
"1353","PRESIDENTE","(Omar Aziz. PSD - AM)","O Amazonas, inclusive, ficou numa relação um pouco melhor, porque nós tínhamos tido a primeira onda, e aqui a gente conseguiu colocar um recurso um pouco melhor. Nós botamos... "
"1354","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Fala-se em bi, e aqui só 200 milhões... "
"1355","PRESIDENTE","(Omar Aziz. PSD - AM)","Bi eu não diria, mas não foram só 219 milhões de Covid, não; foi mais. "
"1356","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Em 2020. E em 2021 quantos milhões? "
"1357","MARCELLUS JOSÉ BARROSO CAMPÊLO","","O senhor passou aqui do...         "
"1358","PRESIDENTE","(Omar Aziz. PSD - AM)","Porque também se fala... "
"1359","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Gente... "
"1360","PRESIDENTE","(Omar Aziz. PSD - AM)","... nós votamos várias matérias para ajudar os Estados. Uma delas foi a reposição... "
"1361","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Eu me recordo. "
"1362","PRESIDENTE","(Omar Aziz. PSD - AM)","... das perdas. Lembra que nós votamos? Reposição de perdas. "
"1363","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Sim, mas isso... "
"1364","PRESIDENTE","(Omar Aziz. PSD - AM)","Votamos anistia... "
"1365","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Apenas para compra de insumos, Senador. "
"1366","PRESIDENTE","(Omar Aziz. PSD - AM)","Deixamos, nós prorrogamos o pagamento das dívidas dos Estados. "
"1367","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Então, mas esse aí eu gostaria que estivesse fora da contagem, porque houve déficit na arrecadação. O que foi para a pasta de V. Exa., exatamente, somente para a sua pasta? "
"1368","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Eu vou pegar o número de pastas daqui a pouco, tá? "
"1369","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","O.k. Então, fica difícil a gente... Não temos clareza sobre absolutamente nada. Eu gostaria, e o senhor pode até enviar a resposta sobre as perguntas que foram feitas, mas eu quero aqui terminar parabenizando os Parlamentares aí. Eu estive agora com o Delegado Pablo, Deputado Federal, do Amazonas, que também pediu a intervenção no Estado, e ele diz que não foi por acaso, foi por descaso. Esta é uma frase do Delegado Pablo: ""Não foi por acaso, foi por descaso"". Então, eu não sei se fico constrangida. Sinceramente, estou me sentindo constrangida e, ao mesmo tempo, não sei se parabenizo o Sr. Secretário pela calma dele. Foi até agora o depoente mais calmo que esteve aqui. Não sei se o senhor toma um floralzinho, alguma coisa. O senhor deve estar... Eu estou impressionada ou não sei se é frieza, porque eu não consigo ficar fria diante dessa situação. Eu não consigo ficar calma diante dessa situação, principalmente o meu Estado, estou sentindo na pele, está em colapso neste momento, e nós estávamos no pico da vacinação. Desejo que ninguém mais passe por isso, mas, infelizmente, o que nós temos visto, eu não sei a que ponto nós vamos chegar. Mas, assim, a covardia – não sei quem disse – é a mãe da crueldade. Felizmente o seu Governador não veio dar explicações. Não é só para os Senadores não; é para o povo brasileiro. Ele poderia se calar quando não quisesse responder uma pergunta, mas poderia dar muita informação para todos nós. A responsabilidade objetiva pode, sim, recair sobre o senhor sozinho. O senhor vai levar esse monte de morte nas suas costas. O senhor tem certeza? O senhor vai levar sozinho? Porque, para dizer que não aconteceu nada numa possível – numa possível – responsabilidade, caso seja apurada, na sua opinião, se houve algum erro no Amazonas, o erro é de quem? E aí a minha última pergunta: o senhor tinha autonomia como secretário de saúde, carta branca para tomar decisões? "
"1370","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Senadora, na minha opinião, a responsável pela crise que nós enfrentamos é a grande contaminação e circulação... "
"1371","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Então, o senhor fez tudo certo? O senhor deita no travesseiro e acha que está tudo certo? "
"1372","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós fizemos todo o possível... "
"1373","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Nós quem? O senhor fazia sozinho? Quem... "
"1374","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós o Governo, nós a equipe de saúde, os servidores da saúde... "
"1375","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","O senhor tinha carta branca total, autonomia total na sua pasta? "
"1376","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós trabalhávamos com a liberdade necessária para trabalhar, para agir e para propor. Quando saía da nossa alçada, existia um comitê de crise que tomava as decisões para a necessidade de relaxamento e tudo o mais... "
"1377","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Então, ficou tudo, a responsabilidade está toda difusa ou é só do senhor?         "
