"","nomes","cargo_funcao","fala"
"1479","PRESIDENTE","(Alessandro Vieira. Bloco Parlamentar Senado Independente/CIDADANIA - SE)","Para concluir, Senador Rogério. "
"1480","ROGÉRIO CARVALHO","(Bloco Parlamentar da Resistência Democrática/PT - SE)","Concluindo, a sensação que eu tenho é que o senhor vai passar meses enxugando gelo. Enquanto o senhor trabalha pra um lado, o Presidente da República desfaz pelo outro, dando o exemplo dele e desempenhando o efeito Bolsonaro na expansão da pandemia. Eu quero crer que o senhor não será um Pazuello de máscaras! Não quero crer nisso. Espero – e aqui é um desabafo – que o senhor, diante do que o senhor tem exposto e do compromisso que tem demonstrado com a imunização, não aceite ser um Pazuello que usa máscaras.         E a diferença é muito clara: o outro era só uma correia de transmissão e nem usava máscaras. Que o senhor não seja uma correia de transmissão de uma política genocida, de uma política que vai contra tudo que é sagrado em epidemiologia, na clínica e na saúde pública. Que o senhor não se submeta a isso, porque o povo brasileiro espera de nós, filhos desta terra, cidadãos, o compromisso, acima de tudo, com a vida. Muito obrigado, Sr. Presidente. "
"1481","PRESIDENTE","(Alessandro Vieira. Bloco Parlamentar Senado Independente/CIDADANIA - SE)","O senhor deseja responder alguma coisa? "
"1482","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Não, acho que o Senador fez uma... "
"1483","PRESIDENTE","(Alessandro Vieira. Bloco Parlamentar Senado Independente/CIDADANIA - SE)","... uma explanação apenas. "
"1484","MARCOS ROGÉRIO","(Bloco Parlamentar Vanguarda/DEM - RO. Pela ordem.)","Sr. Presidente, é apenas pra informar a V. Exa. Eu sei que V. Exa. fez um gesto com os Senadores que estão presentes na CPI com relação ao uso da fala. Nós estamos com a Ordem do Dia em curso e já com Relator apresentando o seu relatório para deliberação. "
"1485","REGUFFE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - DF)","Eu, eu... "
"1486","MARCOS ROGÉRIO","(Bloco Parlamentar Vanguarda/DEM - RO)","Apenas que considerasse os que estão em Plenário para fazer uso aqui, e a gente encerra. "
"1487","REGUFFE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - DF. Pela ordem.)","Eu pediria, Sr. Presidente, que o senhor não encerrasse, que pudesse ouvir aqui... Até porque não chegou nem nos não membros ainda. Eu sou o primeiro não membro inscrito desde 8h da manhã. Agradeço a V. Exa. "
"1488","PRESIDENTE","(Omar Aziz. PSD - AM)","Eu vou escutar o Senador Alessandro Vieira, o Senador Fernando Bezerra, Senador Reguffe. E aí eu vou pedir: Senadora Zenaide... "
"1489","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","E a Senadora Soraya. "
"1490","PRESIDENTE","(Omar Aziz. PSD - AM)","Desculpe. Senadora Soraya, Alessandro Vieira, Fernando Bezerra, Izalci e Reguffe. Deixe-me abrir aqui – abre aqui pra eu falar com a Senadora Zenaide e o Senador Izalci. "
"1491","ZENAIDE MAIA","(Bloco Parlamentar da Resistência Democrática/PROS - RN)","Oi. Diga, Presidente. "
"1492","PRESIDENTE","(Omar Aziz. PSD - AM)","Senadora Zenaide... "
"1493","ZENAIDE MAIA","(Bloco Parlamentar da Resistência Democrática/PROS - RN)","Pois não. "
"1494","PRESIDENTE","(Omar Aziz. PSD - AM)","Já começou a sessão do Senado, e o Presidente Rodrigo Pacheco está votando um projeto de financiamento de dívidas, importante. Então, eu vou pedir desculpa à Senadora Zenaide, que está aguardando para falar, e ao Senador Izalci também. Eu vou ouvir aqui mais três Senadores e me comprometo com a Senadora Zenaide que ela será a primeira a ser ouvida amanhã. "
"1495","ZENAIDE MAIA","(Bloco Parlamentar da Resistência Democrática/PROS - RN)","Obrigada, Presidente. "
"1496","PRESIDENTE","(Omar Aziz. PSD - AM)","Está bom? "
"1497","ZENAIDE MAIA","(Bloco Parlamentar da Resistência Democrática/PROS - RN)","O.k. Está bom. "
"1498","PRESIDENTE","(Omar Aziz. PSD - AM)","Senador Izalci, também, eu peço... Senadora Soraya, com a palavra, por favor. "
"1499","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS. Para interpelar.)","Sr. Presidente, muito obrigada. Sr. Ministro, obrigada pela paciência no dia de hoje. Eu gostaria de começar falando do meu Estado, Mato Grosso do Sul, que está passando por uma onda agora. Nós estávamos no topo da vacinação, agora estão faltando vacinas, mas não sei por que – não sou da área médica – chegamos à situação em que estamos agora de estarmos na iminência da falta de oxigênio em vários Municípios, como o Senador Eduardo Braga leu. E eu acabei de falar com o Secretário de Saúde, Geraldo Resende, um médico, um técnico, que está fazendo um bom trabalho, e ele me mandou um ofício que eu estou endereçando ao senhor – não vou ler aqui, porque a lista é imensa. Na semana passada, antes de nós estarmos neste ponto em que estamos agora, eu estive lá no Ministério da Saúde, falei com o Leonardo, fiz os pedidos, mas, mesmo assim, eu não sei se caminhou a contento. Então, eu já estou pedindo para o senhor, implorando aqui, porque nós estamos na iminência de faltar oxigênio. E eu não posso deixar de me solidarizar, de colocar isso em primeira mão, mas nós... Acredito que já encaminhamos para o seu gabinete.         Eu gostaria que o senhor me colocasse, colocasse aqui para os brasileiros em geral, porque tem muita dúvida sobre isso... Nós tivemos informação no Mato Grosso do Sul – de repente, até pode ser por isso que nós estamos tendo essa onda, apesar de estarmos vacinando – de que muitas pessoas tomaram a primeira dose de uma vacina e a segunda dose de outra. Aconteceu no Mato Grosso do Sul. E eu gostaria que o senhor esclarecesse a população se isso pode, se isso não pode, qual é a orientação, porque, de repente, nós estamos achando que estamos com um percentual da população imunizada e não estamos. Então, o que dizem esses fabricantes em relação a isso? Porque o que estava chegando eles estavam vacinando: primeira dose de uma e segunda dose de outra. A população precisa ouvir do senhor, que é a autoridade máxima no assunto, sobre essa questão. A outra questão que eu gostaria que o senhor colocasse também: sobre a vacina Pfizer, qual é o prazo para a segunda dose. Por quê? Eu tenho, inclusive, um grande amigo, que é um orgulho para nós, que foi o indicado para o TST agora, o Dr. Amaury Rodrigues Pinto Junior. Ele chegou para mim e disse: ""Senadora, eu estou muito feliz, porque tomei a Pfizer"". Isso foi ainda em meados de maio, começo de maio. ""Agora eu só retorno, estou com a data para retornar para a segunda dose em agosto"". E aí eu o alertei, falei... O que eu gostaria agora é que o senhor colocasse aqui para os brasileiros qual é a data segura para a segunda dose da Pfizer. "
"1500","PRESIDENTE","(Omar Aziz. PSD - AM. Para interpelar.)","E se o senhor puder... Estão perguntando aqui também, Ministro, sobre a eficácia da CoronaVac, que as pessoas não entenderam direito. "
"1501","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","(Para depor.)","Vamos falar. Senadora, o que está na bula da Pfizer são 21 dias, só que o PNI decidiu estender esse espaço, até para que a gente tenha oportunidade de imunizar mais... "
"1502","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Mas a Pfizer garante? "
"1503","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","... pessoas. Isso foi discutido com a Pfizer. "
"1504","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Então, a Pfizer poderia soltar uma nota, não é? "
"1505","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","E esse corpo técnico do PNI é formado por especialistas de altíssimo nível. Então, isso tem o embasamento da opinião desses especialistas. É seguro fazer dessa forma. "
"1506","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","E a segunda dose de uma outra vacina... "
"1507","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","O Reino Unido e o Canadá fizeram isso. "
"1508","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","O.k. "
"1509","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Tomar uma dose de uma vacina e tomar a segunda de outra, não há respaldo na ciência para isso. Agora, não descarto ter havido um caso ou outro, mas isso é ínfimo, é um número muito pequeno. Em relação à segunda dose, que, três semanas atrás, ""está faltando a segunda dose"", hoje tem 4,4 milhões de brasileiros que não tomaram a segunda dose, porque não foram procurar o posto de vacinação. Então, já aproveito esta oportunidade, porque sei que tem milhões de pessoas assistindo, para que aqueles que não tomaram a segunda dose procurem a sala de vacinação para tomar a segunda dose. Em relação ao Mato Grosso do Sul, nós temos conhecimento. Eu tenho dialogado permanentemente com o Dr. Geraldo Resende, que é o Secretário de Saúde, para oferecer o suporte, seja para transferir pacientes que estão com dificuldade de leitos – esses pacientes foram transferidos para Rondônia, transferidos para São Paulo, com apoio da Força Aérea Brasileira –, seja em relação à questão de insumos como ventiladores...         E dizer o seguinte: existe uma portaria do gabinete civil que determina a participação do ministério em dar suporte a Estados e Municípios em relação a esses insumos só quando não há os insumos no mercado nacional, mas, mesmo assim, em relação ao kit de intubação, nós estamos atendendo o Estado do Mato Grosso do Sul. Isso precisa ser pactuado no Conass e no Conasems, para que esses itens sejam disponibilizados. Eu estou vigilante. Tenho conversado permanentemente com o Dr. Geraldo. Inclusive, salvo melhor juízo, eu acho que o Prefeito de Campo Grande virá falar comigo amanhã. No sábado, eu conversei longamente com a Senadora Simone Tebet, com a nossa Ministra Tereza Cristina. Então, estamos atentos à situação sanitária no Mato Grosso do Sul. A questão do oxigênio aqui, que eu não teci considerações maiores... O Brasil tem capacidade de produção de oxigênio; a dificuldade é com o transporte. O ministério intercedeu junto às autoridades nacionais do Ministério da Justiça para que fosse permitida a importação de caminhões usados do Canadá. Já chegaram 16 caminhões para a White Martins, para ajudar a transportar o oxigênio, porque esse oxigênio, na forma líquida, é transportado em tanques criogênicos, e não são todos os hospitais que têm tanques criogênicos. A maioria dos hospitais dos pequenos centros é com cilindro, e há uma dificuldade com cilindros. Estamos trabalhando com isso. "
"1510","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","O.k. Obrigada, Ministro. "
"1511","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","O ministério está adquirindo cilindros para distribuir para Estados e Municípios, nas regiões em que a condição epidemiológica está mais comprometida, como é o caso do meu Estado... "
"1512","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","... do Mato Grosso do Sul agora. "
"1513","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","O meu Estado, a Paraíba, sobretudo a região do Sertão, com dificuldade, e Mato Grosso do Sul são... Mato Grosso do Sul é o que preocupa mais nesse momento. "
"1514","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Nesse momento... Obrigada, eu agradeço, Ministro. Eu gostaria que devolvessem o meu tempo, porque ficou correndo lá, mas eu não vou me delongar. Agradeço, Ministro. O senhor está nesta cadeira, o senhor está na pasta, porque foram necessárias mudanças nos quadros do Ministério da Saúde. Se essas mudanças foram necessárias, é porque algo na gestão da saúde não estava caminhando a contento, porque, senão, outros ministros teriam permanecido nas pastas. Esta CPI tem, entre os seus fatos determinados, apurar a responsabilidade dos Estados e Municípios na gestão da pandemia. Esta CPI só poderá seguir os rastros que vocês depoentes nos indicarem. Como profissional da área jurídica, o meu olhar está focado nessa vertente, na vertente jurídica, na questão técnica dos depoimentos. Portanto, eu gostaria de indagar de V. Sa., mesmo porque amanhã nós receberemos aqui o Governador do Amazonas, Wilson Lima, sobre o rastro dos erros, porque nós sabemos que erros aconteceram – alguns erros aconteceram –, mas nós precisamos saber de quem é essa responsabilidade. Então, é importante que o senhor seja orientado, dentro do campo jurídico, sobre o que é responsabilidade objetiva, sobre um posterior direito de regresso de quem for responsabilizado objetivamente. E, se os depoentes não apontarem as responsabilidades, que é o caso do senhor, o senhor corre o risco de responder objetivamente. E eu venho alertando isso em todas as minhas falas aqui. É importante que o senhor entenda: se o senhor não apontar o rumo que a CPI deve tomar, quem são os responsáveis, ou, pelo menos, o faro, o norte, aí vai ficar difícil. A CPI vai passar, o tempo vai passar, e nós não apuramos aquilo que deveríamos ter apurado; ficamos discutindo aqui, de repente, muitas vezes, o sexo dos anjos. E não é esse o caso, porque responsabilidades serão apuradas – nós temos números, nós temos fatos, nós temos casos sendo levantados –, e aí eu entendo que vai ficar muito difícil. Por isso, é importante que o senhor tenha consciência disso, Ministro, que todos que vêm fazer os depoimentos aqui tenham essa consciência. Se nós estamos enfrentando problemas, de quem é a responsabilidade?         E, mesmo assim, eu gostaria de terminar parabenizando V. Exa., que está aqui, porque hoje... Dizer o seguinte: as decisões técnicas produzem resultados técnicos e as decisões políticas produzem resultados políticos. A sua pasta é técnica, porque ela cuida, principalmente... Ela deve ser técnica, porque cuida do nosso bem maior, que é a vida. E o senhor hoje se mostrou muito técnico, até discordando de questões – porque a gente sabe quais são os pensamentos do Presidente Bolsonaro; e eu parabenizo o Presidente por mantê-lo na pasta –, mesmo questões que são fatos notórios, o que ele pensa sobre certas questões. E o senhor aqui foi muito claro. E aí eu parabenizo o senhor. E termino dizendo que os bajuladores criam um campo de distorção da realidade. É um perigo termos bajuladores, termos pessoas que não nos dizem o que nós, de repente, não queremos ouvir. Então, é importante a sua posição, porque isso traz segurança aos brasileiros e traz segurança ao próprio Governo, porque ele não pode cair na insegurança de ter pessoas que... Na minha opinião, os verdadeiros... Os traidores são verdadeiros bajuladores, porque não alertam para aquilo que devem alertar. O tempo passa, nós estamos perdendo vidas e nós precisamos de alguém técnico, em que a gente confie e que tenha a responsabilidade de um médico. Porque eu já vi Senador aqui que teve Covid e não tomou cloroquina, mas defende a cloroquina, que, quando a coisa aperta, vai pra um lado e vai pra o outro; e outros que nem tiveram e também que se contradizem na hora que têm que tomar as suas medidas pessoais. Na hora que tem um parente, quem vai procurar? Então, é uma faca de dois gumes esse tipo de atitude das pessoas. Então, a verdade acima de tudo, os números acima de tudo, a ciência acima de tudo. E parabéns. Eu vou terminar... Considerando que se fala muito em nome de Deus, eu vou colocar aqui três versículos da Bíblia sobre essa questão. Um é de Gálatas: ""Acaso busco eu agora a aprovação dos homens ou a de Deus? Ou estou tentando agradar os homens? Se eu ainda estivesse procurando agradar os homens, não seria servo de Cristo"". Aí temos Salmos 12:2-3: ""Cada um mente ao seu próximo; seus lábios bajuladores falam com segundas intenções. Que o senhor corte todos os lábios bajuladores e toda a língua arrogante"". Doze... Perdão, aqui. Dois últimos, bem curtos. Provérbios 29:5: ""Quem adula seu próximo está armando uma rede para os pés dele"". ""A língua falsa odeia aos que ela fere, e a boca lisonjeira provoca a ruína"", Provérbios 26:28. A verdade acima de tudo, João 8:32. Então, parabéns ao senhor por ter se mantido dentro da técnica. Eu fico muito tranquila e muito aliviada porque, assim, nós teremos sucesso, nós colocaremos as coisas no trilho. Muito obrigada.         "
"1515","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Obrigado, Senadora. "
"1516","PRESIDENTE","(Omar Aziz. PSD - AM)","Sobre a CoronaVac, a ineficiência... "
"1517","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Sobre a CoronaVac, ainda não existem dados que atestem essa ineficiência, Senador Omar Aziz. Nós estamos trabalhando... "
"1518","PRESIDENTE","(Omar Aziz. PSD - AM)","Mas pode tomar, então? "
"1519","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Se pode tomar? Deve tomar a CoronaVac. "
"1520","PRESIDENTE","(Omar Aziz. PSD - AM)","Não, é porque as pessoas entenderam que a CoronaVac... O senhor teria dito que ela é ineficaz. "
"1521","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Não, existem questionamentos da eficácia da CoronaVac em indivíduos acima de 80 anos. E é um dos imunizantes mais utilizados do nosso Programa Nacional de Imunizações. "
"1522","PRESIDENTE","(Omar Aziz. PSD - AM)","Só para saber... "
"1523","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Como Ministro da Saúde, eu tenho que ter a responsabilidade de passar informações corretas, não é? "
"1524","PRESIDENTE","(Omar Aziz. PSD - AM)","Não, é porque estão me passando mensagem, preocupados, porque entenderam que o senhor teria dito... "
"1525","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Não, de maneira alguma. "
"1526","PRESIDENTE","(Omar Aziz. PSD - AM)","Então, está esclarecido, para quem perguntou aqui sobre a CoronaVac, que ela é eficaz. "
"1527","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","O que pode acontecer é um reforço lá na frente, mas isso pode acontecer com qualquer uma vacina. "
"1528","PRESIDENTE","(Omar Aziz. PSD - AM)","O próprio Presidente do Butantan falou sobre esse assunto aqui. Senador Alessandro... "
"1529","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator.)","Presidente... Senador Alessandro, só para dar uma informação. O Supremo, Presidente Omar... O Supremo Tribunal Federal acaba de marcar para quinta-feira uma sessão da Corte para decidir sobre a Copa América. Eu, sinceramente, espero que o Senador Flávio Bolsonaro não diga novamente que o Supremo é do Presidente Lula e que o General Mourão não queira levar os ministros do Supremo Tribunal Federal para Cuiabá, como já ameaçou com relação aos outros jogadores. O Governo continua como aquele soldado que marcha com o pé trocado e acha que a tropa é que está marchando diferente. "
"1530","PRESIDENTE","(Omar Aziz. PSD - AM)","Senador Alessandro. "
"1531","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE. Para interpelar.)","Obrigado, Sr. Presidente. Boa tarde, Dr. Marcelo. O senhor apresentou números inspiradores relativos à chegada de mais vacinas, um volume de vacinas que se afigura como suficiente para impactar. Então, é correto concluir que um volume maior de vacinas é o caminho correto para que a gente possa reduzir o número de contaminados; por conseguinte, o de internados; por conseguinte, o de mortes, é isso? "
"1532","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","(Para depor.)","Isso. "
"1533","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","Só para deixar registrado, Sr. Presidente, que esta Comissão já comprovou que o Brasil abriu mão, por decisão política, de 4,5 milhões de doses de vacinas da Pfizer e 49 milhões de doses de vacinas da CoronaVac. Estudos levantados por professores da área de epidemiologia apontam que são cerca de 100 mil mortes que poderiam ser evitadas e centenas de milhares de internações se nós já tivéssemos o processo vacinal iniciado com volume e quantidade de vacinas que poderíamos ter adquirido, e não adquirimos por escolha política e ideológica – que não foi da sua gestão, registre-se. O senhor falou bastante, Sr. Ministro, da questão da autonomia. E ninguém, em sã consciência, que ouviu a sua fala aqui hoje e também sua fala anterior duvida que o senhor é bem-intencionado, bem-informado tecnicamente e defende uma linha consciente de atuação no combate à pandemia. Ninguém pode colocar isso em dúvida. O senhor está de parabéns com relação a isso. Mas eu lhe pergunto: a Dra. Mayra Pinheiro continua na sua equipe? "
"1534","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","A Dra. Mayra Pinheiro continua na minha equipe. Ela é Secretária de Gestão do Trabalho e da Educação na Saúde. Ela trata sobre esse tema. "
"1535","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","O Dr. Hélio Angotti continua na sua gestão? "
"1536","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","O Dr. Hélio Angotti é o Secretário de Ciência e Tecnologia e Insumos Estratégicos. "
"1537","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","O Dr. Raphael Medeiros também continua na equipe? "
"1538","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Dr. Raphael Câmara, Secretário de Atenção Primária. "
"1539","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","E Dr. Arnaldo Medeiros, da mesma forma, continua na equipe? "
"1540","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Dr. Arnaldo Medeiros é o Secretário de Vigilância em Saúde. "
"1541","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","Esses quatro profissionais a que me referi, Sr. Ministro, são contrários à política que o senhor defende. Eles defendem o tratamento precoce, eles desvalorizam as vacinas... "
"1542","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Na nossa gestão, não há, na minha pasta, nenhuma decisão deles que contrarie o que eu determino.         "
"1543","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","Então, o senhor imagina que é viável tocar uma política pública de alta complexidade com uma equipe que defende ideias diversas das de V. Exa.? "
"1544","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Sempre que houver necessidade de fazer modificações na equipe, eu o farei, Senador. "
"1545","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","Acho importante registrar, Sr. Ministro, que, não tendo conhecimento bíblico da Senadora Soraya, eu vou recorrer a um adágio popular: de boas intenções o inferno está cheio. É muito claro o que nós vivemos hoje no Brasil: nós temos no topo da pirâmide hierárquica um Presidente que não acredita na ciência; nós temos no meio dessa pirâmide um Ministro, técnico, que acredita na ciência e que está visivelmente se esforçando em benefício da saúde dos brasileiros; e, abaixo de V. Exa., um grupo muito grande que se identifica e se conecta diretamente com o Presidente da República, ultrapassando a sua autoridade como Ministro, em prol de uma política equivocada e que literalmente impediu que nós salvássemos vidas. Então, eu coloco isso como um alerta, porque não basta ser bem-intencionado, é preciso ter condições de executar um trabalho. Se o senhor não tiver condições de executar um trabalho, é preciso ter legitimidade de falar aos brasileiros, sob pena de ser mais uma vítima da máquina de destruição de reputações que nós vivemos hoje, que nós presenciamos hoje. Então, é um alerta que faço a V. Exa. V. Exa. também citou bastante aqui o novo programa de testagem, o PrevCOV. Correto? "
"1546","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","O PrevCOV é só um braço, é a parte do estudo sorológico. Nós vamos acrescentar a questão do teste rápido. Esse teste rápido você tem na atenção primária. O objetivo é testar 1,8 milhão de brasileiros todos os meses e a testagem de assintomáticos ou pré-sintomáticos, de tal sorte que até 20 milhões de testes por mês. Nós já distribuímos... "
"1547","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","Isso não é PrevCOV, é mais uma política... "
"1548","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Não, não. Isso é mais uma política. E nós estamos adquirindo... Já falei que temos já certos 14 milhões de testes. Isso aí se soma a esforços de Estados e Municípios, porque Estados e Municípios já estão testando. Essa política já foi aprovada no Conass e Conasems. E vamos colocar em prática no mais breve espaço de tempo possível. "
"1549","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","É uma política essencial. Em Sergipe, foi viabilizada com emendas do meu mandato por conta justamente da compreensão que testar é essencial. "
"1550","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Porque hoje nós temos os testes rápidos de antígenos. A Fundação Oswaldo Cruz já produz também. Então, podemos ter a Fundação Oswaldo Cruz como uma das fornecedoras. "
"1551","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","Eu gostaria que o senhor me esclarecesse... O senhor conhece o Epicovid, não é? O inquérito epidemiológico feito pela Universidade Federal de Pelotas. "
"1552","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Sim. "
"1553","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","O Epicovid foi financiado, claro, com verba pública federal, custou R$12 milhões, testou 100 mil pessoas; o PrevCOV, a que V. Exa. se refere, vai custar R$200 milhões para testar 211 mil brasileiros – R$200 milhões para 211 mil brasileiros, R$12 milhões para 100 mil brasileiros. O senhor consegue explicar para a gente qual é a razão dessa diferença tão grande de valores? "
"1554","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","É porque tem muitos... Assim, os detalhes técnicos do estudo eu não tenho aqui para passar para V. Exa., mas tem outros aspectos que são testados aí no PrevCOV: a questão de vigilância genômica, tem uma série de outras peculiaridades... "
"1555","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","Que multiplicam por dez o custo dessa atividade? "
"1556","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Que aumentam o custo do estudo, mas essa questão pode ser passada aqui para o Senado. "
"1557","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","Nós vamos solicitar, porque... "
"1558","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","O Ministério da Saúde está à disposição. "
"1559","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","... chama atenção. Descontinuaram o estudo... "
"1560","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Inclusive, é um estudo realizado em parceria com a Fundação Oswaldo Cruz, uma instituição de grande credibilidade de todos nós, um patrimônio dos brasileiros... "
"1561","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","Não, sem dúvida, mas com contratação de laboratório privado e contratação de call center privado. "
"1562","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","É, vou passar esses detalhes para V. Exa. "
